Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name	RefSeq peptide ID
Q0065	Q0065_mRNA	Q0065	854596	P03878		AI4	NP_009307.2	
YGR181W	YGR181W_mRNA	YGR181W	853093	P53299		TIM13	NP_011697.3	
YLR272C	YLR272C_mRNA	YLR272C	850977	Q06156		YCS4	NP_013374.1	
YKL143W	YKL143W_mRNA	YKL143W	853714	P34078		LTV1	NP_012779.1	
YNL284C	YNL284C_mRNA	YNL284C	855436	P36520		MRPL10	NP_014115.1	
YLR264C-A	YLR264C-A_mRNA	YLR264C-A	1466417	Q3E732			NP_878129.1	
YDR085C	YDR085C_mRNA	YDR085C	851658	P33304		AFR1	NP_010370.1	
YIL045W	YIL045W_mRNA	YIL045W	854766	P40187		PIG2	NP_012219.3	
YMR012W	YMR012W_mRNA	YMR012W	855025	Q03690		CLU1	NP_013725.1	
YJL187C	YJL187C_mRNA	YJL187C	853252	P32944		SWE1	NP_012348.1	
YCR007C	YCR007C_mRNA	YCR007C	850364	P25354			NP_009933.1	
YOR231W	YOR231W_mRNA	YOR231W	854406	P32490		MKK1	NP_014874.1	
YHR193C-A	YHR193C-A_mRNA	YHR193C-A		A0A023PYH5				
YJR131W	YJR131W_mRNA	YJR131W	853595	P32906		MNS1	NP_012665.3	
YDL097C	YDL097C_mRNA	YDL097C	851461	Q12377		RPN6	NP_010186.1	
YHR007C	YHR007C_mRNA	YHR007C	856398	P10614		ERG11	NP_011871.1	
YHR214C-D	YHR214C-D_mRNA	YHR214C-D	1466534	P0CX93			NP_878094.1	
YHR214C-D	YHR214C-D_mRNA	YHR214C-D	1466534	P0CX92			NP_878094.1	
YIL126W	YIL126W_mRNA	YIL126W	854680	P32597		STH1	NP_012140.1	
YGL081W	YGL081W_mRNA	YGL081W	852799	P53156			NP_011434.1	
YMR202W	YMR202W_mRNA	YMR202W	855242	P32352		ERG2	NP_013929.1	
YOR021C	YOR021C_mRNA	YOR021C	854186	Q12314		SFM1	NP_014664.1	
YGR082W	YGR082W_mRNA	YGR082W	852973	P35180		TOM20	NP_011596.1	
YOR139C	YOR139C_mRNA	YOR139C		Q08532				
YPR156C	YPR156C_mRNA	YPR156C	856279	Q06451		TPO3	NP_015482.1	
YMR083W	YMR083W_mRNA	YMR083W	855107	P07246		ADH3	NP_013800.1	
YAL031W-A	YAL031W-A_mRNA	YAL031W-A		A0A023PZ94				
YPL240C	YPL240C_mRNA	YPL240C	855836	P02829		HSP82	NP_015084.1	
YNR040W	YNR040W_mRNA	YNR040W	855776	P53736			NP_014438.3	
YPR188C	YPR188C_mRNA	YPR188C	856318	Q06580		MLC2	NP_015514.1	
YFL015C	YFL015C_mRNA	YFL015C		P43578				
YHR212W-A	YHR212W-A_mRNA	YHR212W-A	1466531	P0CX90			NP_878091.3	
YHR212W-A	YHR212W-A_mRNA	YHR212W-A	1466531	P0CX91			NP_878091.3	
YGL028C	YGL028C_mRNA	YGL028C	852856	P53189		SCW11	NP_011487.3	
YDL139C	YDL139C_mRNA	YDL139C	851416	Q12334		SCM3	NP_010142.2	
YJL133W	YJL133W_mRNA	YJL133W	853308	P10566		MRS3	NP_012402.1	
YKL062W	YKL062W_mRNA	YKL062W	853803	P33749		MSN4	NP_012861.1	
YFL011W	YFL011W_mRNA	YFL011W	850536	P43581		HXT10	NP_116644.1	
YPL111W	YPL111W_mRNA	YPL111W	855993	P00812		CAR1	NP_015214.1	
YHR184W	YHR184W_mRNA	YHR184W	856590	P38871		SSP1	NP_012054.1	
YOR120W	YOR120W_mRNA	YOR120W	854287	P14065		GCY1	NP_014763.1	
YPR119W	YPR119W_mRNA	YPR119W	856236	P24869		CLB2	NP_015444.1	
YNL246W	YNL246W_mRNA	YNL246W	855475	P53853		VPS75	NP_014153.1	
YFR017C	YFR017C_mRNA	YFR017C	850572	P43598		IGD1	NP_116672.1	
YLR338W	YLR338W_mRNA	YLR338W		O94084		OPI9		
YCL012C	YCL012C_mRNA	YCL012C	2746859	Q8J0M4			NP_976246.1	
YJL086C	YJL086C_mRNA	YJL086C		P47028				
YBR243C	YBR243C_mRNA	YBR243C	852545	P07286		ALG7	NP_009802.3	
YGL021W	YGL021W_mRNA	YGL021W	852863	P43633		ALK1	NP_011494.1	
YDR200C	YDR200C_mRNA	YDR200C	851781	Q03944		VPS64	NP_010486.3	
YBR234C	YBR234C_mRNA	YBR234C	852536	P38328		ARC40	NP_009793.1	
YJR053W	YJR053W_mRNA	YJR053W	853513	P47113		BFA1	NP_012587.3	
YDR191W	YDR191W_mRNA	YDR191W	851772	P53688		HST4	NP_010477.3	
YDR451C	YDR451C_mRNA	YDR451C	852062	Q04116		YHP1	NP_010739.3	
YGL110C	YGL110C_mRNA	YGL110C	852768	P53137		CUE3	NP_011405.1	
YJR044C	YJR044C_mRNA	YJR044C	853502	P47111		VPS55	NP_012578.3	
YGR167W	YGR167W_mRNA	YGR167W	853077	P17891		CLC1	NP_011683.3	
YGL017W	YGL017W_mRNA	YGL017W	852867	P16639		ATE1	NP_011498.1	
YLR181C	YLR181C_mRNA	YLR181C	850878	Q06263		VTA1	NP_013282.1	
YBR179C	YBR179C_mRNA	YBR179C	852477	P38297		FZO1	NP_009738.1	
YBR247C	YBR247C_mRNA	YBR247C	852549	P38333		ENP1	NP_009806.3	
YOL038W	YOL038W_mRNA	YOL038W	854119	P40303		PRE6	NP_014604.1	
YOR023C	YOR023C_mRNA	YOR023C	854188	Q12433		AHC1	NP_014666.1	
YJR100C	YJR100C_mRNA	YJR100C	853563	P47140		AIM25	NP_012634.3	
YOL124C	YOL124C_mRNA	YOL124C	853996	Q12463		TRM11	NP_014517.1	
YOR212W	YOR212W_mRNA	YOR212W	854387	P18851		STE4	NP_014855.3	
YDR469W	YDR469W_mRNA	YDR469W	852080	Q03323		SDC1	NP_010757.3	
YMR017W	YMR017W_mRNA	YMR017W	855031	Q04359		SPO20	NP_013730.1	
YDR470C	YDR470C_mRNA	YDR470C	852081	Q03327		UGO1	NP_010758.3	
YIL158W	YIL158W_mRNA	YIL158W	854648	P40451		AIM20	NP_012108.3	
YBR124W	YBR124W_mRNA	YBR124W		P38269				
YLR458W	YLR458W_mRNA	YLR458W		A0A023PZK9				
YML085C	YML085C_mRNA	YML085C	854889	P09733		TUB1	NP_013625.1	
YOL013W-A	YOL013W-A_mRNA	YOL013W-A	854147	P0C272			NP_878166.1	
YPL192C	YPL192C_mRNA	YPL192C	855909	Q08931		PRM3	NP_015132.1	
YNL097W-A	YNL097W-A_mRNA	YNL097W-A		Q8TGL8				
YBL086C	YBL086C_mRNA	YBL086C	852192	P38177			NP_009467.1	
YDR105C	YDR105C_mRNA	YDR105C	851682	Q12116		TMS1	NP_010390.3	
YGR156W	YGR156W_mRNA	YGR156W	853060	P39927		PTI1	NP_011672.1	
YDR483W	YDR483W_mRNA	YDR483W	852094	P27809		KRE2	NP_010771.1	
YKL172W	YKL172W_mRNA	YKL172W	853682	P36049		EBP2	NP_012749.1	
YML013W	YML013W_mRNA	YML013W	854995	Q04228		UBX2	NP_013699.1	
YOL120C	YOL120C_mRNA	YOL120C	855415	P0CX49		RPL18A	NP_014098.1	
YOL120C	YOL120C_mRNA	YOL120C	854029	P0CX49		RPL18A	NP_014098.1	
YOL120C	YOL120C_mRNA	YOL120C	855415	P0CX50		RPL18A	NP_014098.1	
YOL120C	YOL120C_mRNA	YOL120C	854029	P0CX50		RPL18A	NP_014098.1	
YER092W	YER092W_mRNA	YER092W	856827	P40060		IES5	NP_011017.3	
YGR291C	YGR291C_mRNA	YGR291C		P53340				
YOR181W	YOR181W_mRNA	YOR181W	854353	Q12446		LAS17	NP_014824.1	
YDL123W	YDL123W_mRNA	YDL123W	851434	Q07549		SNA4	NP_010160.1	
YGR197C	YGR197C_mRNA	YGR197C	853111	P46950		SNG1	NP_011713.1	
YBL065W	YBL065W_mRNA	YBL065W		P38188				
YIR018W	YIR018W_mRNA	YIR018W	854835	P40574		YAP5	NP_012283.1	
YPL059W	YPL059W_mRNA	YPL059W	856048	Q02784		GRX5	NP_015266.1	
YPL218W	YPL218W_mRNA	YPL218W	855883	P20606		SAR1	NP_015106.1	
YBR227C	YBR227C_mRNA	YBR227C	852528	P38323		MCX1	NP_009786.1	
YJR012C	YJR012C_mRNA	YJR012C	853469	P47087			NP_012546.3	
YDL199C	YDL199C_mRNA	YDL199C	851328	Q12407			NP_010082.1	
YIR039C	YIR039C_mRNA	YIR039C	854857	P40583		YPS6	NP_012305.3	
YMR224C	YMR224C_mRNA	YMR224C	855264	P32829		MRE11	NP_013951.1	
YGR041W	YGR041W_mRNA	YGR041W	852932	P53226		BUD9	NP_011555.3	
YKR014C	YKR014C_mRNA	YKR014C	853884	P36018		YPT52	NP_012939.1	
YGL079W	YGL079W_mRNA	YGL079W	852801	P53158		KXD1	NP_011436.1	
YLR180W	YLR180W_mRNA	YLR180W	850877	P10659		SAM1	NP_013281.1	
YAL019W	YAL019W_mRNA	YAL019W	851214	P31380		FUN30	NP_009383.1	
YNL121C	YNL121C_mRNA	YNL121C	855602	P07213		TOM70	NP_014278.3	
YBR218C	YBR218C_mRNA	YBR218C	852519	P32327		PYC2	NP_009777.1	
YLR250W	YLR250W_mRNA	YLR250W	850952	P39931		SSP120	NP_013351.1	
YCR081C-A	YCR081C-A_mRNA	YCR081C-A		Q8TGQ0				
YKL149C	YKL149C_mRNA	YKL149C	853708	P24309		DBR1	NP_012773.1	
YBR244W	YBR244W_mRNA	YBR244W	852546	P38143		GPX2	NP_009803.3	
YFL018C	YFL018C_mRNA	YFL018C	850527	P09624		LPD1	NP_116635.1	
YLR222C-A	YLR222C-A_mRNA	YLR222C-A		P0C5P7				
YOR333C	YOR333C_mRNA	YOR333C		Q08789				
YAL024C	YAL024C_mRNA	YAL024C	851209	P07866		LTE1	NP_009378.1	
Q0080	Q0080_mRNA	Q0080	854600	P00856		ATP8	YP_009144707.1	
Q0080	Q0080_mRNA	Q0080	24573117	P00856		ATP8	YP_009144707.1	
YGL107C	YGL107C_mRNA	YGL107C	852771	P53140		RMD9	NP_011408.1	
YMR059W	YMR059W_mRNA	YMR059W	855081	Q04675		SEN15	NP_013775.2	
YDR505C	YDR505C_mRNA	YDR505C	852116	P50896		PSP1	NP_010793.2	
YDL045W-A	YDL045W-A_mRNA	YDL045W-A	851515	O75012		MRP10	NP_010238.1	
YGL168W	YGL168W_mRNA	YGL168W	852708	P45820		HUR1	NP_011347.1	
YMR072W	YMR072W_mRNA	YMR072W	855094	Q02486		ABF2	NP_013788.1	
YDL045C	YDL045C_mRNA	YDL045C	851516	P38913		FAD1	NP_010239.1	
YPL264C	YPL264C_mRNA	YPL264C	855864	Q08980			NP_015059.1	
YBR160W	YBR160W_mRNA	YBR160W	852457	P00546		CDC28	NP_009718.3	
YMR304W	YMR304W_mRNA	YMR304W	855350	P50101		UBP15	NP_014033.1	
YML087C	YML087C_mRNA	YML087C	854887	Q04516		AIM33	NP_013623.1	
YMR195W	YMR195W_mRNA	YMR195W	855235	Q04329		ICY1	NP_013922.1	
YIL082W	YIL082W_mRNA	YIL082W		Q99219				
YOR335C	YOR335C_mRNA	YOR335C				ALA1	NP_014980.3	
YDR361C	YDR361C_mRNA	YDR361C	851963	Q06338		BCP1	NP_010648.3	
YIL056W	YIL056W_mRNA	YIL056W	854755	P40522		VHR1	NP_012208.1	
YEL008C-A	YEL008C-A_mRNA	YEL008C-A		Q8TGP3				
YBL080C	YBL080C_mRNA	YBL080C	852198	P33893		PET112	NP_009473.2	
YIL161W	YIL161W_mRNA	YIL161W	854645	P40449			NP_012105.1	
YBR083W	YBR083W_mRNA	YBR083W	852377	P18412		TEC1	NP_009639.3	
YBR294W	YBR294W_mRNA	YBR294W	852597	P38359		SUL1	NP_009853.3	
YJR067C	YJR067C_mRNA	YJR067C	853530	P47118		YAE1	NP_012601.1	
YEL032W	YEL032W_mRNA	YEL032W	856680	P24279		MCM3	NP_010882.1	
YKR099W	YKR099W_mRNA	YKR099W	853974	P22035		BAS1	NP_013025.3	
YFL032W	YFL032W_mRNA	YFL032W		P43566				
YKL110C	YKL110C_mRNA	YKL110C	853750	P34253		KTI12	NP_012812.1	
YPL198W	YPL198W_mRNA	YPL198W	855903	Q12213		RPL7B	NP_015126.1	
YNL043C	YNL043C_mRNA	YNL043C		P53957				
YNR055C	YNR055C_mRNA	YNR055C	855792	P53389		HOL1	NP_014453.3	
YJR146W	YJR146W_mRNA	YJR146W	853611	P47174			NP_001257683.1	
YPL006W	YPL006W_mRNA	YPL006W	856101	Q12200		NCR1	NP_015319.1	
YHR132C	YHR132C_mRNA	YHR132C	856533	P38836		ECM14	NP_012000.1	
YPR161C	YPR161C_mRNA	YPR161C	856290	P23293		SGV1	NP_015487.1	
YKL094W	YKL094W_mRNA	YKL094W	853768	P28321		YJU3	NP_012829.1	
YJR140W-A	YJR140W-A_mRNA	YJR140W-A		Q8TGN1				
YPL145C	YPL145C_mRNA	YPL145C	855958	P35844		KES1	NP_015180.1	
YMR240C	YMR240C_mRNA	YMR240C	855281	Q02554		CUS1	NP_013967.1	
YKR094C	YKR094C_mRNA	YKR094C	853969	P0CH09		RPL40B	NP_012118.1	
YKR094C	YKR094C_mRNA	YKR094C	854658	P0CH09		RPL40B	NP_012118.1	
YKR094C	YKR094C_mRNA	YKR094C	853969	P0CH08		RPL40B	NP_012118.1	
YKR094C	YKR094C_mRNA	YKR094C	854658	P0CH08		RPL40B	NP_012118.1	
YDR406W-A	YDR406W-A_mRNA	YDR406W-A		P0C5M2				
YLR424W	YLR424W_mRNA	YLR424W	851143	Q06411		SPP382	NP_013528.1	
YGL228W	YGL228W_mRNA	YGL228W	852623	P53075		SHE10	NP_011286.1	
YNL039W	YNL039W_mRNA	YNL039W	855689	P46678		BDP1	NP_014359.3	
YMR308C	YMR308C_mRNA	YMR308C	855356	P32337		PSE1	NP_014039.1	
YIL119C	YIL119C_mRNA	YIL119C	854687	P23250		RPI1	NP_012147.3	
YGR183C	YGR183C_mRNA	YGR183C	853095	P22289		QCR9	NP_011699.1	
YOL046C	YOL046C_mRNA	YOL046C		Q08216				
YGL050W	YGL050W_mRNA	YGL050W	852832	P53177		TYW3	NP_011465.3	
YBR091C	YBR091C_mRNA	YBR091C	852388	P32830		TIM12	NP_009649.1	
YDR199W	YDR199W_mRNA	YDR199W		A0A023PXB9				
YGR273C	YGR273C_mRNA	YGR273C	853190	P53329			NP_011789.1	
YIL016W	YIL016W_mRNA	YIL016W	854796	P40548		SNL1	NP_012248.1	
YML001W	YML001W_mRNA	YML001W	855012	P32939		YPT7	NP_013713.1	
YDR266C	YDR266C_mRNA	YDR266C	851859	Q05580		HEL2	NP_010552.3	
YPL092W	YPL092W_mRNA	YPL092W	856013	P41930		SSU1	NP_015233.1	
YGR086C	YGR086C_mRNA	YGR086C	852977	P53252		PIL1	NP_011600.3	
YGR228W	YGR228W_mRNA	YGR228W		P53308				
YJR130C	YJR130C_mRNA	YJR130C	853594	P47164		STR2	NP_012664.1	
YKR058W	YKR058W_mRNA	YKR058W	853932	P36143		GLG1	NP_012984.2	
YEL010W	YEL010W_mRNA	YEL010W		P40000				
YKL183C-A	YKL183C-A_mRNA	YKL183C-A	1500485	Q3E765			NP_878109.1	
YLR253W	YLR253W_mRNA	YLR253W	850955	Q06567		MCP2	NP_013354.1	
YDL242W	YDL242W_mRNA	YDL242W		Q07746				
YDR002W	YDR002W_mRNA	YDR002W	851565	P41920		YRB1	NP_010285.1	
YGL145W	YGL145W_mRNA	YGL145W	852732	P33891		TIP20	NP_116577.1	
YDR214W	YDR214W_mRNA	YDR214W	851800	Q12449		AHA1	NP_010500.3	
YBR284W	YBR284W_mRNA	YBR284W	852587	P38150			NP_009843.3	
YEL040W	YEL040W_mRNA	YEL040W	856671	P32623		UTR2	NP_010874.3	
YDR130C	YDR130C_mRNA	YDR130C	851708	Q03898		FIN1	NP_010415.1	
YNR036C	YNR036C_mRNA	YNR036C	855772	P53732		MRPS12	NP_014434.1	
YEL059W	YEL059W_mRNA	YEL059W		P39982		HHY1		
YOL029C	YOL029C_mRNA	YOL029C	854128	Q08187			NP_014613.1	
Q0160	Q0160_mRNA	Q0160	854590	P03882		SCEI	NP_009324.1	
YDL176W	YDL176W_mRNA	YDL176W	851378	Q12027			NP_010105.1	
YIL144W	YIL144W_mRNA	YIL144W	854662	P40460			NP_012122.3	
YGR098C	YGR098C_mRNA	YGR098C	852990	Q03018		ESP1	NP_011612.3	
YOL155W-A	YOL155W-A_mRNA	YOL155W-A	1466474	Q3E7Y8			NP_878162.1	
YPR181C	YPR181C_mRNA	YPR181C	856311	P15303		SEC23	NP_015507.1	
YGR074W	YGR074W_mRNA	YGR074W	852964	Q02260		SMD1	NP_011588.3	
YBR158W	YBR158W_mRNA	YBR158W	852455	P38285		AMN1	NP_009716.1	
YDR358W	YDR358W_mRNA	YDR358W	851960	Q06336		GGA1	NP_010645.1	
YDR544C	YDR544C_mRNA	YDR544C		Q03057				
YLR390W-A	YLR390W-A_mRNA	YLR390W-A	851107	O13547		CCW14	NP_013495.1	
YGL098W	YGL098W_mRNA	YGL098W	852780	P53146		USE1	NP_011417.1	
YDR460W	YDR460W_mRNA	YDR460W	852071	Q03290		TFB3	NP_010748.3	
YNL304W	YNL304W_mRNA	YNL304W	855412	P48559		YPT11	NP_014095.2	
YOR072W	YOR072W_mRNA	YOR072W		Q08486				
YOL161C	YOL161C_mRNA	YOL161C	854003	Q08322		PAU20	NP_014481.1	
YBR111W-A	YBR111W-A_mRNA	YBR111W-A	1466445	Q6WNK7		SUS1	NP_878049.2	
YJR069C	YJR069C_mRNA	YJR069C	853532	P47119		HAM1	NP_012603.1	
YER105C	YER105C_mRNA	YER105C	856842	P40064		NUP157	NP_011031.1	
YHR182C-A	YHR182C-A_mRNA	YHR182C-A		A0A023PZI9				
YML114C	YML114C_mRNA	YML114C	854926	Q03750		TAF8	NP_013593.1	
YBL071C	YBL071C_mRNA	YBL071C	852208	P38185			NP_001333723.1	
YJR120W	YJR120W_mRNA	YJR120W	853584	P47157			NP_012654.1	
YIL026C	YIL026C_mRNA	YIL026C	854786	P40541		IRR1	NP_012238.1	
YJL186W	YJL186W_mRNA	YJL186W	853253	P46982		MNN5	NP_012349.2	
Q0070	Q0070_mRNA	Q0070	854597	Q9ZZX1		AI5_ALPHA	NP_009306.1	
YJL008C	YJL008C_mRNA	YJL008C	853447	P47079		CCT8	NP_012526.1	
YNL119W	YNL119W_mRNA	YNL119W	855603	P53923		NCS2	NP_014280.3	
YDR034W-B	YDR034W-B_mRNA	YDR034W-B	851604	Q6Q5X2			NP_010319.3	
YCR036W	YCR036W_mRNA	YCR036W	850402	P25332		RBK1	NP_009965.2	
YNL034W	YNL034W_mRNA	YNL034W	855697	P53963			NP_014364.1	
YHR025W	YHR025W_mRNA	YHR025W	856420	P17423		THR1	NP_011890.1	
YJL061W	YJL061W_mRNA	YJL061W	853385	P40368		NUP82	NP_012474.1	
YMR319C	YMR319C_mRNA	YMR319C	855369	P40988		FET4	NP_014052.1	
YOL122C	YOL122C_mRNA	YOL122C	854027	P38925		SMF1	NP_014519.1	
YLR233C	YLR233C_mRNA	YLR233C	850934	P17214		EST1	NP_013334.1	
YDL028C	YDL028C_mRNA	YDL028C	851533	P54199		MPS1	NP_010256.2	
YNL187W	YNL187W_mRNA	YNL187W	855534	P53873		SWT21	NP_014212.1	
YEL053C	YEL053C_mRNA	YEL053C	856657	Q02197		MAK10	NP_010861.3	
YCR063W	YCR063W_mRNA	YCR063W	850427	P25337		BUD31	NP_009990.1	
YOR252W	YOR252W_mRNA	YOR252W	854426	Q08687		TMA16	NP_014895.2	
YAL034W-A	YAL034W-A_mRNA	YAL034W-A	851197	P39731		MTW1	NP_009367.1	
YEL046C	YEL046C_mRNA	YEL046C	856665	P37303		GLY1	NP_010868.1	
YOR157C	YOR157C_mRNA	YOR157C	854328	P25043		PUP1	NP_014800.3	
YNL310C	YNL310C_mRNA	YNL310C	855406	P42844		ZIM17	NP_014089.2	
YGL096W	YGL096W_mRNA	YGL096W	852783	P53147		TOS8	NP_011419.1	
YGR240C-A	YGR240C-A_mRNA	YGR240C-A	1466463	Q3E786			NP_878083.1	
YCL042W	YCL042W_mRNA	YCL042W	850315	P25572			NP_009889.2	
YBR126W-B	YBR126W-B_mRNA	YBR126W-B		A0A023PXH5				
YDR061W	YDR061W_mRNA	YDR061W	851633	Q12298			NP_010346.3	
YER137C	YER137C_mRNA	YER137C	856877	P40083			NP_011063.3	
YDR060W	YDR060W_mRNA	YDR060W	851632	Q12176		MAK21	NP_010345.3	
YJR085C	YJR085C_mRNA	YJR085C	853547	P47131			NP_012618.3	
YHR055C	YHR055C_mRNA	YHR055C	856450	P0CX80		CUP1-2	NP_011920.1	
YHR055C	YHR055C_mRNA	YHR055C	856452	P0CX80		CUP1-2	NP_011920.1	
YHR055C	YHR055C_mRNA	YHR055C	856450	P0CX81		CUP1-2	NP_011920.1	
YHR055C	YHR055C_mRNA	YHR055C	856452	P0CX81		CUP1-2	NP_011920.1	
YLR347W-A	YLR347W-A_mRNA	YLR347W-A		Q8TGM2				
YPR171W	YPR171W_mRNA	YPR171W	856301	Q06604		BSP1	NP_015497.1	
YHR073W	YHR073W_mRNA	YHR073W	856472	P38713		OSH3	NP_011940.1	
YPR122W	YPR122W_mRNA	YPR122W	856240	P40851		AXL1	NP_015447.1	
YGR172C	YGR172C_mRNA	YGR172C	853082	P53039		YIP1	NP_011688.3	
YJR040W	YJR040W_mRNA	YJR040W	853497	P37020		GEF1	NP_012574.1	
YBR229C	YBR229C_mRNA	YBR229C	852530	P38138		ROT2	NP_009788.3	
YDR169C-A	YDR169C-A_mRNA	YDR169C-A	1466433	Q3E789			NP_878062.3	
YDR363W	YDR363W_mRNA	YDR363W	851965	Q06340		ESC2	NP_010650.1	
YKR052C	YKR052C_mRNA	YKR052C	853926	P23500		MRS4	NP_012978.1	
YPL091W	YPL091W_mRNA	YPL091W	856014	P41921		GLR1	NP_015234.1	
YKL157W	YKL157W_mRNA	YKL157W	853699	P32454		APE2	NP_012765.3	
YPL137C	YPL137C_mRNA	YPL137C	855967	Q03016		GIP3	NP_015188.1	
YDR422C	YDR422C_mRNA	YDR422C	852032	P32578		SIP1	NP_010710.4	
YOL107W	YOL107W_mRNA	YOL107W	854043	Q12239			NP_014534.1	
YDR119W	YDR119W_mRNA	YDR119W	851697	Q04602		VBA4	NP_010404.1	
YER013W	YER013W_mRNA	YER013W	856732	P24384		PRP22	NP_010929.3	
YHL015W-A	YHL015W-A_mRNA	YHL015W-A	1466525	Q3E7Z6			NP_878085.1	
YLR117C	YLR117C_mRNA	YLR117C	850808	Q12309		CLF1	NP_013218.1	
YJL189W	YJL189W_mRNA	YJL189W	853250	P04650		RPL39	NP_012346.1	
YOR274W	YOR274W_mRNA	YOR274W	854448	P07884		MOD5	NP_014917.3	
YNL277W	YNL277W_mRNA	YNL277W	855444	P08465		MET2	NP_014122.1	
YAL064W-B	YAL064W-B_mRNA	YAL064W-B	851233	O13512			NP_009336.1	
YDR097C	YDR097C_mRNA	YDR097C	851671	Q03834		MSH6	NP_010382.3	
YIL163C	YIL163C_mRNA	YIL163C	854643	P40448			NP_001257678.1	
YAL018C	YAL018C_mRNA	YAL018C	851215	P31379		LDS1	NP_009384.1	
YBR042C	YBR042C_mRNA	YBR042C	852330	P38226		CST26	NP_009598.1	
YKL068W-A	YKL068W-A_mRNA	YKL068W-A	1500487	Q3E826			NP_878111.1	
YKR062W	YKR062W_mRNA	YKR062W	853936	P36145		TFA2	NP_012988.1	
YNL126W	YNL126W_mRNA	YNL126W	855597	P53540		SPC98	NP_014273.1	
YKL091C	YKL091C_mRNA	YKL091C	853771	P33324			NP_012832.1	
YOL013W-B	YOL013W-B_mRNA	YOL013W-B		Q870I1				
YKR073C	YKR073C_mRNA	YKR073C		P36153				
YJR039W	YJR039W_mRNA	YJR039W	853495	P47107			NP_012573.1	
Q0142	Q0142_mRNA	Q0142		Q9ZZW4				
YGR194C	YGR194C_mRNA	YGR194C	853108	P42826		XKS1	NP_011710.3	
YML075C	YML075C_mRNA	YML075C	854900	P12683		HMG1	NP_013636.1	
YHR064C	YHR064C_mRNA	YHR064C	856461	P38788		SSZ1	NP_011931.2	
YMR075W	YMR075W_mRNA	YMR075W	855097	Q04779		RCO1	NP_013791.1	
YKR087C	YKR087C_mRNA	YKR087C	853962	P36163		OMA1	NP_013013.2	
YBR150C	YBR150C_mRNA	YBR150C	852447	P38114		TBS1	NP_009708.1	
YER147C-A	YER147C-A_mRNA	YER147C-A		A0A023PXD5				
YOR343C	YOR343C_mRNA	YOR343C		Q12484				
YDR042C	YDR042C_mRNA	YDR042C	851612	Q03205			NP_010327.3	
YGL026C	YGL026C_mRNA	YGL026C	852858	P00931		TRP5	NP_011489.1	
YNL210W	YNL210W_mRNA	YNL210W	855511	P16523		MER1	NP_014189.1	
YNR041C	YNR041C_mRNA	YNR041C	855778	P32378		COQ2	NP_014439.3	
YML129C	YML129C_mRNA	YML129C	854910	P39103		COX14	NP_013577.1	
YGL213C	YGL213C_mRNA	YGL213C	852659	Q02793		SKI8	NP_011302.1	
YHL041W	YHL041W_mRNA	YHL041W		P38730				
YLR110C	YLR110C_mRNA	YLR110C	850800	Q12127		CCW12	NP_013211.1	
YOR093C	YOR093C_mRNA	YOR093C	854260	Q12275		CMR2	NP_014736.1	
Q0275	Q0275_mRNA	Q0275	24573142	P00420		COX3	NP_009328.1	
Q0275	Q0275_mRNA	Q0275	854627	P00420		COX3	NP_009328.1	
YGL248W	YGL248W_mRNA	YGL248W	852644	P22434		PDE1	NP_011266.1	
YNL193W	YNL193W_mRNA	YNL193W	855528	P53870			NP_014206.2	
YNL301C	YNL301C_mRNA	YNL301C	854029	P0CX49		RPL18B	NP_014098.1	
YNL301C	YNL301C_mRNA	YNL301C	855415	P0CX49		RPL18B	NP_014098.1	
YNL301C	YNL301C_mRNA	YNL301C	854029	P0CX50		RPL18B	NP_014098.1	
YNL301C	YNL301C_mRNA	YNL301C	855415	P0CX50		RPL18B	NP_014098.1	
YDL160C	YDL160C_mRNA	YDL160C	851394	P39517		DHH1	NP_010121.1	
YGL075C	YGL075C_mRNA	YGL075C	852805	P53159		MPS2	NP_011440.1	
YPL014W	YPL014W_mRNA	YPL014W	856093	Q02606		CIP1	NP_015311.1	
YHR143W	YHR143W_mRNA	YHR143W	856546	P38844		DSE2	NP_012012.1	
YGL256W	YGL256W_mRNA	YGL256W	852636	P10127		ADH4	NP_011258.2	
YDR425W	YDR425W_mRNA	YDR425W	852035	Q04053		SNX41	NP_010713.1	
YOR381W-A	YOR381W-A_mRNA	YOR381W-A	1466489	Q3E804			NP_878177.3	
YBR298C	YBR298C_mRNA	YBR298C	852601	P38156		MAL31	NP_009857.1	
YEL036C	YEL036C_mRNA	YEL036C	856675	P32629		ANP1	NP_010878.1	
YBR143C	YBR143C_mRNA	YBR143C	852440	P12385		SUP45	NP_009701.3	
YML073C	YML073C_mRNA	YML073C	854902	Q02326		RPL6A	NP_013638.1	
YMR149W	YMR149W_mRNA	YMR149W	855180	Q02795		SWP1	NP_013869.1	
YNL263C	YNL263C_mRNA	YNL263C	855458	P53845		YIF1	NP_014136.1	
YAL037C-A	YAL037C-A_mRNA	YAL037C-A	1466428	Q3E741			NP_878040.1	
YIL139C	YIL139C_mRNA	YIL139C	854667	P38927		REV7	NP_012127.1	
YLR072W	YLR072W_mRNA	YLR072W	850761	Q08001		LAM6	NP_013173.1	
YOL065C	YOL065C_mRNA	YOL065C	854089	Q08227		INP54	NP_014576.1	
