Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name	RefSeq peptide ID
ENSRNOG00000016362	ENSRNOT00000021893	ENSRNOP00000021894	308408	Q4KLH9		Gpr4	NP_001020851	
ENSRNOG00000009792	ENSRNOT00000095617	ENSRNOP00000093635	361964			Zbbx	NP_001025093	
ENSRNOG00000026055	ENSRNOT00000016182	ENSRNOP00000016182	500137		B5DEY7	Neurod6	NP_001102707	
ENSRNOG00000018117	ENSRNOT00000117561	ENSRNOP00000094762	293655			Ndufv1		
ENSRNOG00000013671	ENSRNOT00000029537	ENSRNOP00000032849	685666		D3ZJ30	Vom2r9	NP_001092935	
ENSRNOG00000010616	ENSRNOT00000109881	ENSRNOP00000084724	311799			Ndor1	NP_001101288	
ENSRNOG00000017307	ENSRNOT00000095166	ENSRNOP00000084133	308807			Prss23		
ENSRNOG00000020347	ENSRNOT00000027590	ENSRNOP00000027590	81738		F1LPQ1	Nup98		
ENSRNOG00000017307	ENSRNOT00000080927	ENSRNOP00000068962	308807		A0A0G2JU46	Prss23		
ENSRNOG00000009792	ENSRNOT00000013111	ENSRNOP00000013111	361964		Q4QR78	Zbbx	NP_001025093	
ENSRNOG00000022837	ENSRNOT00000061342	ENSRNOP00000058058	296813	Q498U3		Slc25a40		
ENSRNOG00000015649	ENSRNOT00000020953	ENSRNOP00000020952	293214		D3ZID6	Olr68	NP_001000133	
ENSRNOG00000017307	ENSRNOT00000023239	ENSRNOP00000023239	308807	Q6AY61		Prss23		
ENSRNOG00000018117	ENSRNOT00000024517	ENSRNOP00000024517	293655		Q5XIH3	Ndufv1		
ENSRNOG00000010616	ENSRNOT00000014445	ENSRNOP00000014445	311799		D4ABT4	Ndor1	NP_001101288	
ENSRNOG00000037356	ENSRNOT00000107739	ENSRNOP00000076614	362191	Q5M9F5		Dph6		
ENSRNOG00000014000	ENSRNOT00000019189	ENSRNOP00000019189	84391		F1M8L1	Kif2a		
ENSRNOG00000017307	ENSRNOT00000115268	ENSRNOP00000089563	308807			Prss23		
ENSRNOG00000070165	ENSRNOT00000110605	ENSRNOP00000082452	120101448		M0RB81	Olr483		
ENSRNOG00000022837	ENSRNOT00000030352	ENSRNOP00000029371	296813	Q498U3		Slc25a40		
ENSRNOG00000010616	ENSRNOT00000100221	ENSRNOP00000086546	311799			Ndor1	NP_001101288	
ENSRNOG00000037356	ENSRNOT00000114769	ENSRNOP00000081524	362191			Dph6		
ENSRNOG00000032600	ENSRNOT00000040608	ENSRNOP00000039041	293808		D3ZQB2	Olr375	NP_001000259	
ENSRNOG00000014000	ENSRNOT00000093988	ENSRNOP00000095843	84391			Kif2a		
ENSRNOG00000020942	ENSRNOT00000097781	ENSRNOP00000093447	308584			Plekha4	NP_954532	
ENSRNOG00000022837	ENSRNOT00000098158	ENSRNOP00000077662	296813			Slc25a40		
ENSRNOG00000037356	ENSRNOT00000056522	ENSRNOP00000053362	362191		F1LP07	Dph6		
ENSRNOG00000008738	ENSRNOT00000057001	ENSRNOP00000053834	311209	B3DMA0		Tp53i11		
ENSRNOG00000018441	ENSRNOT00000103394	ENSRNOP00000085996	156275			Ggt7	NP_569107	
ENSRNOG00000020942	ENSRNOT00000028423	ENSRNOP00000028423	308584	P60669		Plekha4	NP_954532	
ENSRNOG00000018441	ENSRNOT00000025315	ENSRNOP00000025315	156275	Q99MZ4		Ggt7	NP_569107	
ENSRNOG00000017749	ENSRNOT00000103268	ENSRNOP00000090553	171062			Nkg7	NP_598224	
ENSRNOG00000037356	ENSRNOT00000117729	ENSRNOP00000095038	362191			Dph6		
ENSRNOG00000017795	ENSRNOT00000024251	ENSRNOP00000024251	246146	Q6IMX7		Hspbp1	NP_640354	
ENSRNOG00000008738	ENSRNOT00000116468	ENSRNOP00000082187	311209			Tp53i11		
ENSRNOG00000068787	ENSRNOT00000106245	ENSRNOP00000091767	365385			Olr311	NP_001000555	
ENSRNOG00000015657	ENSRNOT00000020969	ENSRNOP00000020969	365326		F1LWZ0	Olr69	NP_001001280	
ENSRNOG00000007979	ENSRNOT00000010489	ENSRNOP00000010489	295663	Q66HC4		Phospho2		
ENSRNOG00000017749	ENSRNOT00000023942	ENSRNOP00000023942	171062		Q9WVL9	Nkg7	NP_598224	
ENSRNOG00000028120	ENSRNOT00000035482	ENSRNOP00000077135				AABR07011698.1		
ENSRNOG00000037356	ENSRNOT00000095925	ENSRNOP00000077519	362191			Dph6		
ENSRNOG00000062792	ENSRNOT00000118538	ENSRNOP00000091526	404888		M0RB81	Olr483	NP_001000683	
ENSRNOG00000017079	ENSRNOT00000022963	ENSRNOP00000022963	685076		D3Z955	Pgm2l1	NP_001102924	
ENSRNOG00000040275	ENSRNOT00000061987	ENSRNOP00000058698	100362365		F1LYD3	Tmem210		
ENSRNOG00000020942	ENSRNOT00000098814	ENSRNOP00000083080	308584			Plekha4	NP_954532	
ENSRNOG00000018441	ENSRNOT00000110295	ENSRNOP00000084236	156275			Ggt7	NP_569107	
ENSRNOG00000007979	ENSRNOT00000106872	ENSRNOP00000088734	295663			Phospho2		
ENSRNOG00000031648	ENSRNOT00000046384	ENSRNOP00000041397	293785		D3ZPS2	Olr340	NP_001000253	
ENSRNOG00000007979	ENSRNOT00000112246	ENSRNOP00000090811	295663			Phospho2		
ENSRNOG00000042133	ENSRNOT00000028476	ENSRNOP00000028476	690862		F1M4I8	AABR07006275.1		
ENSRNOG00000016580	ENSRNOT00000022348	ENSRNOP00000022348	124323	P62268		Rps23	NP_511172	
ENSRNOG00000016189	ENSRNOT00000046659	ENSRNOP00000043316	311362		F1LT14	Frmd5		
ENSRNOG00000061080	ENSRNOT00000101551	ENSRNOP00000089164	502710			Kmt2c		
ENSRNOG00000016189	ENSRNOT00000064663	ENSRNOP00000060835	311362		F1LX12	Frmd5		
ENSRNOG00000052745	ENSRNOT00000086902	ENSRNOP00000070486	24553		A0A0G2JY19	Met		
ENSRNOG00000052745	ENSRNOT00000086902	ENSRNOP00000070486	24553		Q2IBC7	Met		
ENSRNOG00000009748	ENSRNOT00000012919	ENSRNOP00000012919	293400		D4ADA4	Olr262	NP_001000221	
ENSRNOG00000009764	ENSRNOT00000012929	ENSRNOP00000012929	295754		D4ACZ8	Olr488	NP_001000308	
ENSRNOG00000069157	ENSRNOT00000116242	ENSRNOP00000094363	100361898					
ENSRNOG00000037333	ENSRNOT00000056490	ENSRNOP00000053327	499140		D3ZQB5	Cldnd2	NP_001102613	
ENSRNOG00000016189	ENSRNOT00000111408	ENSRNOP00000081807	311362			Frmd5		
ENSRNOG00000017330	ENSRNOT00000023483	ENSRNOP00000023483			D4A3A5	AC103221.1		
ENSRNOG00000009258	ENSRNOT00000012597	ENSRNOP00000012597	114483		F1MA87	Cdk6		
ENSRNOG00000052745	ENSRNOT00000115453	ENSRNOP00000085968	24553			Met		
ENSRNOG00000009548	ENSRNOT00000077839	ENSRNOP00000074607	310935		Q5I0Q1	Fpgt	NP_955788	
ENSRNOG00000062409	ENSRNOT00000113120	ENSRNOP00000077261	405038			Olr312	NP_001000764	
ENSRNOG00000008758	ENSRNOT00000011650	ENSRNOP00000011650	311210		D4A3U2	Tspan18	NP_001101220	
ENSRNOG00000069767	ENSRNOT00000110137	ENSRNOP00000091616	679691			Vom2r6	NP_001092929	
ENSRNOG00000069767	ENSRNOT00000110137	ENSRNOP00000091616	308257			Vom2r6	NP_001092929	
ENSRNOG00000009548	ENSRNOT00000101945	ENSRNOP00000080471	310935			Fpgt	NP_955788	
ENSRNOG00000016189	ENSRNOT00000105786	ENSRNOP00000094330	311362			Frmd5		
ENSRNOG00000070507	ENSRNOT00000045743	ENSRNOP00000046792	296035		D3ZL13	Olr781	NP_001000375	
ENSRNOG00000009258	ENSRNOT00000104799	ENSRNOP00000087481	114483			Cdk6		
ENSRNOG00000061080	ENSRNOT00000103015	ENSRNOP00000078989	502710			Kmt2c		
ENSRNOG00000067419	ENSRNOT00000049036	ENSRNOP00000043719	365327		D3ZAF1	Olr75	NP_001001281	
ENSRNOG00000015230	ENSRNOT00000059845	ENSRNOP00000056590	361485	Q3B8R1		Ermard		
ENSRNOG00000069767	ENSRNOT00000041332	ENSRNOP00000039442	679691		D3ZH81	Vom2r6	NP_001092929	
ENSRNOG00000069767	ENSRNOT00000041332	ENSRNOP00000039442	308257		D3ZH81	Vom2r6	NP_001092929	
ENSRNOG00000033009	ENSRNOT00000108957	ENSRNOP00000080389	365302			Olr12	NP_001000540	
ENSRNOG00000070507	ENSRNOT00000117562	ENSRNOP00000086257	296035			Olr781	NP_001000375	
ENSRNOG00000069344	ENSRNOT00000106071	ENSRNOP00000092079	405928			Olr341	NP_001001042	
ENSRNOG00000063734	ENSRNOT00000071281	ENSRNOP00000065362	686677		M0R7D6	Or5d35		
ENSRNOG00000062409	ENSRNOT00000103812	ENSRNOP00000092469	405038			Olr312	NP_001000764	
ENSRNOG00000033009	ENSRNOT00000118969	ENSRNOP00000082588	365302			Olr12	NP_001000540	
ENSRNOG00000059640	ENSRNOT00000084486	ENSRNOP00000074357	114492		G3V896	Ccl28	NP_446152	
ENSRNOG00000059640	ENSRNOT00000084486	ENSRNOP00000074357	114492		A0A0G2JTM5	Ccl28	NP_446152	
ENSRNOG00000069767	ENSRNOT00000113016	ENSRNOP00000094128	679691			Vom2r6	NP_001092929	
ENSRNOG00000069767	ENSRNOT00000113016	ENSRNOP00000094128	308257			Vom2r6	NP_001092929	
ENSRNOG00000017069	ENSRNOT00000084882	ENSRNOP00000068668	680407		A0A0G2JTD8	Mark4	NP_001178000	
ENSRNOG00000009548	ENSRNOT00000052396	ENSRNOP00000046627	310935		E9PSM4	Fpgt	NP_955788	
ENSRNOG00000011830	ENSRNOT00000016132	ENSRNOP00000016132	295674		E9PSY1	Plekha3		
ENSRNOG00000011830	ENSRNOT00000016132	ENSRNOP00000016132	295674		Q5XIC5	Plekha3		
ENSRNOG00000021013	ENSRNOT00000112820	ENSRNOP00000079624	81802			Stx3	NP_112386	
ENSRNOG00000033009	ENSRNOT00000110200	ENSRNOP00000083342	365302			Olr12	NP_001000540	
ENSRNOG00000015230	ENSRNOT00000119249	ENSRNOP00000085620	361485			Ermard		
ENSRNOG00000016878	ENSRNOT00000111424	ENSRNOP00000080680	310812			Plppr5	NP_001101190	
ENSRNOG00000009548	ENSRNOT00000097419	ENSRNOP00000076400	310935			Fpgt	NP_955788	
ENSRNOG00000004852	ENSRNOT00000081589	ENSRNOP00000072949	311470		A0A0G2K489	Sel1l2		
ENSRNOG00000069767	ENSRNOT00000070942	ENSRNOP00000064131	679691		M0R454	Vom2r6	NP_001092929	
ENSRNOG00000069767	ENSRNOT00000070942	ENSRNOP00000064131	308257		M0R454	Vom2r6	NP_001092929	
ENSRNOG00000033009	ENSRNOT00000047063	ENSRNOP00000050244	365302		D3ZGF7	Olr12	NP_001000540	
ENSRNOG00000021013	ENSRNOT00000120182	ENSRNOP00000097922	81802			Stx3	NP_112386	
ENSRNOG00000016189	ENSRNOT00000117572	ENSRNOP00000081952	311362			Frmd5		
ENSRNOG00000015760	ENSRNOT00000021098	ENSRNOP00000021098	293221		D4ABJ3	Olr78	NP_001000135	
ENSRNOG00000030326	ENSRNOT00000051124	ENSRNOP00000039843	405929		F1LYF5	Olr344	NP_001001043	
ENSRNOG00000016878	ENSRNOT00000115469	ENSRNOP00000095664	310812			Plppr5	NP_001101190	
ENSRNOG00000063850	ENSRNOT00000099577	ENSRNOP00000078207						
ENSRNOG00000004645	ENSRNOT00000006319	ENSRNOP00000006319	83627	O88422		Galnt5	NP_113984	
ENSRNOG00000070234	ENSRNOT00000112878	ENSRNOP00000094350	690343			Zfp141		
ENSRNOG00000069767	ENSRNOT00000044187	ENSRNOP00000094250	679691			Vom2r6	NP_001092929	
ENSRNOG00000069767	ENSRNOT00000044187	ENSRNOP00000094250	308257			Vom2r6	NP_001092929	
ENSRNOG00000056660	ENSRNOT00000086141	ENSRNOP00000073719			A0A0G2K689	AABR07025928.1		
ENSRNOG00000017069	ENSRNOT00000118826	ENSRNOP00000086560	680407			Mark4	NP_001178000	
ENSRNOG00000011830	ENSRNOT00000107371	ENSRNOP00000078525	295674			Plekha3		
ENSRNOG00000021013	ENSRNOT00000102678	ENSRNOP00000097210	81802			Stx3	NP_112386	
ENSRNOG00000033028	ENSRNOT00000040463	ENSRNOP00000047643	499584		Q6QI07		NP_001041413	
ENSRNOG00000061080	ENSRNOT00000093625	ENSRNOP00000089859	502710			Kmt2c		
ENSRNOG00000021478	ENSRNOT00000107523	ENSRNOP00000082009	689256			Tpd52l1		
ENSRNOG00000011145	ENSRNOT00000098668	ENSRNOP00000079784	64680			Crhr2	NP_073205	
ENSRNOG00000005921	ENSRNOT00000067444	ENSRNOP00000061163	405246		F1M4E1	Olr606	NP_001000927	
ENSRNOG00000058157	ENSRNOT00000083703	ENSRNOP00000069591	366138		F1LXB2	Ldlrad3		
ENSRNOG00000011830	ENSRNOT00000096514	ENSRNOP00000081179	295674			Plekha3		
ENSRNOG00000018755	ENSRNOT00000064013	ENSRNOP00000059987	311569		G3V9U0	Acss2		
ENSRNOG00000067256	ENSRNOT00000107840	ENSRNOP00000089952						
ENSRNOG00000062789	ENSRNOT00000051727	ENSRNOP00000042701	405926		D4A501	Olr313	NP_001001040	
ENSRNOG00000070505	ENSRNOT00000097620	ENSRNOP00000095892	404794			Olr782	NP_001000605	
ENSRNOG00000015764	ENSRNOT00000021102	ENSRNOP00000021102	293222		D4AA80	Olr79	NP_001002270	
ENSRNOG00000017069	ENSRNOT00000023392	ENSRNOP00000023392	680407		D4A6T9	Mark4	NP_001178000	
ENSRNOG00000009548	ENSRNOT00000088561	ENSRNOP00000071383	310935		A0A0G2K0C0	Fpgt	NP_955788	
ENSRNOG00000027542	ENSRNOT00000116082	ENSRNOP00000078061	100302465			D7Ertd443e	NP_001156686	
ENSRNOG00000066619	ENSRNOT00000088514	ENSRNOP00000070376	293075		D3ZQU0	Olr13	NP_001000116	
ENSRNOG00000062789	ENSRNOT00000109061	ENSRNOP00000085596	405926			Olr313	NP_001001040	
ENSRNOG00000070505	ENSRNOT00000115085	ENSRNOP00000088651	404794			Olr782	NP_001000605	
ENSRNOG00000061046	ENSRNOT00000091075	ENSRNOP00000073352			A0A0G2K5A4	AABR07059632.3		
ENSRNOG00000066619	ENSRNOT00000045582	ENSRNOP00000039235	293075		D3ZQU0	Olr13	NP_001000116	
ENSRNOG00000004852	ENSRNOT00000033562	ENSRNOP00000036379	311470		F1LPE2	Sel1l2		
ENSRNOG00000070505	ENSRNOT00000104153	ENSRNOP00000077262	404794			Olr782	NP_001000605	
ENSRNOG00000064644	ENSRNOT00000109698	ENSRNOP00000079640						
ENSRNOG00000015734	ENSRNOT00000021366	ENSRNOP00000021366	361585		F1M7B8	Ube3a		
ENSRNOG00000018755	ENSRNOT00000107324	ENSRNOP00000090627	311569			Acss2		
ENSRNOG00000021478	ENSRNOT00000030327	ENSRNOP00000035722	689256		Q499Q2	Tpd52l1		
ENSRNOG00000018394	ENSRNOT00000024803	ENSRNOP00000024803	308854		F1LW58	Chrdl2		
ENSRNOG00000011145	ENSRNOT00000033672	ENSRNOP00000035712	64680	P47866		Crhr2	NP_073205	
ENSRNOG00000066931	ENSRNOT00000089953	ENSRNOP00000069399	405031		A0A0G2JV96	Olr347	NP_001000758	
ENSRNOG00000021472	ENSRNOT00000034449	ENSRNOP00000029247	295619	Q5RJL0		Ermn	NP_001008312	
ENSRNOG00000020420	ENSRNOT00000027700	ENSRNOP00000027700	24651	P12928		Pklr	NP_036756	
ENSRNOG00000013520	ENSRNOT00000106271	ENSRNOP00000088414	171347			Mat2a	NP_599178	
ENSRNOG00000018677	ENSRNOT00000118840	ENSRNOP00000095075	25233			Akt2	NP_058789	
ENSRNOG00000016878	ENSRNOT00000022905	ENSRNOP00000022905	310812		B3VQM3	Plppr5	NP_001101190	
ENSRNOG00000069276	ENSRNOT00000117722	ENSRNOP00000076902	102548320					
ENSRNOG00000021478	ENSRNOT00000116457	ENSRNOP00000090569	689256			Tpd52l1		
ENSRNOG00000039466	ENSRNOT00000060478	ENSRNOP00000057222	500052		Q5BK36	Hyal5	NP_001019492	
ENSRNOG00000015769	ENSRNOT00000021115	ENSRNOP00000021115	293223		F1M8Z7	Olr80	NP_001001270	
ENSRNOG00000006753	ENSRNOT00000063828	ENSRNOP00000059160	366189	D4A5U3		Tgm3	NP_001102429	
ENSRNOG00000063784	ENSRNOT00000044305	ENSRNOP00000044778	405245		D3ZV51	Olr610	NP_001000926	
ENSRNOG00000063784	ENSRNOT00000044305	ENSRNOP00000044778	295836		D3ZV51	Olr610	NP_001000926	
ENSRNOG00000027542	ENSRNOT00000091863	ENSRNOP00000074153	100302465		A0A0G2K7C9	D7Ertd443e	NP_001156686	
ENSRNOG00000018394	ENSRNOT00000101177	ENSRNOP00000090366	308854			Chrdl2		
ENSRNOG00000069276	ENSRNOT00000096604	ENSRNOP00000081289	102548320					
ENSRNOG00000011653	ENSRNOT00000015620	ENSRNOP00000015620	297530		F1LPG9	Washc2c	NP_954677	
ENSRNOG00000069666	ENSRNOT00000106252	ENSRNOP00000085803						
ENSRNOG00000004852	ENSRNOT00000101153	ENSRNOP00000081705	311470			Sel1l2		
ENSRNOG00000015734	ENSRNOT00000083587	ENSRNOP00000068717	361585		A0A0G2JTH7	Ube3a		
ENSRNOG00000011145	ENSRNOT00000014925	ENSRNOP00000014925	64680		D4A5C4	Crhr2	NP_073205	
ENSRNOG00000001589	ENSRNOT00000002156	ENSRNOP00000002156	288155		D4ACC8	Evx2		
ENSRNOG00000021478	ENSRNOT00000096217	ENSRNOP00000076601	689256			Tpd52l1		
ENSRNOG00000057094	ENSRNOT00000080145	ENSRNOP00000072617	405393		A0A0G2K3F7	Olr349	NP_001000756	
ENSRNOG00000057094	ENSRNOT00000080145	ENSRNOP00000072617	405027		A0A0G2K3F7	Olr349	NP_001000756	
ENSRNOG00000016878	ENSRNOT00000113318	ENSRNOP00000083757	310812			Plppr5	NP_001101190	
ENSRNOG00000018755	ENSRNOT00000098802	ENSRNOP00000090034	311569			Acss2		
ENSRNOG00000020420	ENSRNOT00000103387	ENSRNOP00000093132	24651		B1WBN9	Pklr	NP_036756	
ENSRNOG00000066949	ENSRNOT00000099068	ENSRNOP00000090833						
ENSRNOG00000061080	ENSRNOT00000108916	ENSRNOP00000086031	502710			Kmt2c		
ENSRNOG00000013520	ENSRNOT00000098451	ENSRNOP00000094572	171347			Mat2a	NP_599178	
ENSRNOG00000021478	ENSRNOT00000078841	ENSRNOP00000074667	689256		A0A0G2K8M7	Tpd52l1		
ENSRNOG00000021013	ENSRNOT00000028535	ENSRNOP00000028535	81802	Q08849	B4F7E6	Stx3	NP_112386	
ENSRNOG00000015734	ENSRNOT00000108441	ENSRNOP00000079079	361585			Ube3a		
ENSRNOG00000011145	ENSRNOT00000089492	ENSRNOP00000075129	64680		A0A0G2K9U2	Crhr2	NP_073205	
ENSRNOG00000016878	ENSRNOT00000110438	ENSRNOP00000097515	310812			Plppr5	NP_001101190	
ENSRNOG00000027542	ENSRNOT00000073836	ENSRNOP00000065518	100302465		M0R7T5	D7Ertd443e	NP_001156686	
ENSRNOG00000033200	ENSRNOT00000044675	ENSRNOP00000047920	365328		D3ZYI9	Olr82	NP_001001282	
ENSRNOG00000068411	ENSRNOT00000072741	ENSRNOP00000066057	100365887		M0R994	Or5d14		
ENSRNOG00000027808	ENSRNOT00000079498	ENSRNOP00000068649	691533		A0A0G2JTC1	Lilra5	NP_001070261	
ENSRNOG00000070396	ENSRNOT00000114217	ENSRNOP00000090508	404792		D4A2I1	Olr785	NP_001000603	
ENSRNOG00000021478	ENSRNOT00000094990	ENSRNOP00000087430	689256			Tpd52l1		
ENSRNOG00000052444	ENSRNOT00000084021	ENSRNOP00000069645	500011		A0A0G2JVW6	Samd9		
ENSRNOG00000019207	ENSRNOT00000026100	ENSRNOP00000026100	78957	Q9WV48		Shank1		
ENSRNOG00000070396	ENSRNOT00000114108	ENSRNOP00000088964	404792		D4A2I1	Olr785	NP_001000603	
ENSRNOG00000027808	ENSRNOT00000108235	ENSRNOP00000091364	691533			Lilra5	NP_001070261	
ENSRNOG00000024213	ENSRNOT00000037115	ENSRNOP00000035176	310526	Q5BJK8		Golim4	NP_001178496	
ENSRNOG00000021013	ENSRNOT00000119247	ENSRNOP00000078489	81802			Stx3	NP_112386	
ENSRNOG00000020420	ENSRNOT00000065791	ENSRNOP00000058886	24651		A0A0H2UI07	Pklr	NP_036756	
ENSRNOG00000027808	ENSRNOT00000105748	ENSRNOP00000087394	691533			Lilra5	NP_001070261	
ENSRNOG00000052444	ENSRNOT00000098181	ENSRNOP00000078192	500011			Samd9		
ENSRNOG00000069419	ENSRNOT00000046737	ENSRNOP00000048616			D3ZG23			
ENSRNOG00000027808	ENSRNOT00000038802	ENSRNOP00000035173	691533		D4A6Y0	Lilra5	NP_001070261	
ENSRNOG00000018677	ENSRNOT00000025303	ENSRNOP00000025303	25233		Q3HSE5	Akt2	NP_058789	
ENSRNOG00000049772	ENSRNOT00000102935	ENSRNOP00000095884	499391			Gemin7	NP_001102640	
ENSRNOG00000027808	ENSRNOT00000114340	ENSRNOP00000079896	691533			Lilra5	NP_001070261	
ENSRNOG00000052444	ENSRNOT00000119570	ENSRNOP00000095565	500011			Samd9		
ENSRNOG00000053859	ENSRNOT00000078998	ENSRNOP00000074790	309326		D4A634	Ranbp6	NP_001101054	
ENSRNOG00000019207	ENSRNOT00000044257	ENSRNOP00000039860	78957	Q9WV48		Shank1		
ENSRNOG00000069337	ENSRNOT00000110291	ENSRNOP00000095696						
ENSRNOG00000049772	ENSRNOT00000100949	ENSRNOP00000092860	499391			Gemin7	NP_001102640	
ENSRNOG00000011653	ENSRNOT00000092689	ENSRNOP00000088489	297530			Washc2c	NP_954677	
ENSRNOG00000021478	ENSRNOT00000114799	ENSRNOP00000093458	689256			Tpd52l1		
ENSRNOG00000024213	ENSRNOT00000089229	ENSRNOP00000073317	310526		A0A0G2K571	Golim4	NP_001178496	
ENSRNOG00000030275	ENSRNOT00000048411	ENSRNOP00000044500	293227		D3ZVA3	Olr84	NP_001000137	
ENSRNOG00000063685	ENSRNOT00000115312	ENSRNOP00000090896	295881			Olr674	NP_001000352	
ENSRNOG00000018677	ENSRNOT00000105853	ENSRNOP00000078809	25233			Akt2	NP_058789	
ENSRNOG00000049772	ENSRNOT00000074418	ENSRNOP00000064627	499391		M0R5G2	Gemin7	NP_001102640	
ENSRNOG00000013520	ENSRNOT00000084782	ENSRNOP00000072361	171347		Q6P688	Mat2a	NP_599178	
ENSRNOG00000027542	ENSRNOT00000038122	ENSRNOP00000031960	100302465		F6WET6	D7Ertd443e	NP_001156686	
ENSRNOG00000019207	ENSRNOT00000092327	ENSRNOP00000075838	78957	Q9WV48		Shank1		
ENSRNOG00000016714	ENSRNOT00000038038	ENSRNOP00000030387	307982		D4A4K6	Nrap		
ENSRNOG00000049772	ENSRNOT00000119328	ENSRNOP00000093079	499391			Gemin7	NP_001102640	
ENSRNOG00000025214	ENSRNOT00000032728	ENSRNOP00000095672	502711			AC099360.1	NP_001333291	
ENSRNOG00000013520	ENSRNOT00000101797	ENSRNOP00000085794	171347			Mat2a	NP_599178	
ENSRNOG00000021013	ENSRNOT00000094739	ENSRNOP00000092371	81802			Stx3	NP_112386	
ENSRNOG00000018677	ENSRNOT00000100544	ENSRNOP00000076786	25233			Akt2	NP_058789	
ENSRNOG00000020358	ENSRNOT00000027580	ENSRNOP00000027580	292888	Q5U2W6		Ptov1	NP_001008305	
ENSRNOG00000019207	ENSRNOT00000104599	ENSRNOP00000084101	78957			Shank1		
ENSRNOG00000013520	ENSRNOT00000018170	ENSRNOP00000018170	171347		F1LRB8	Mat2a	NP_599178	
ENSRNOG00000064903	ENSRNOT00000119884	ENSRNOP00000084424	292801		D2XZ41	Scgb1b24	NP_001163871	
ENSRNOG00000018915	ENSRNOT00000025580	ENSRNOP00000025580	308097		D3ZXG5	Tagap	NP_001296378	
ENSRNOG00000058869	ENSRNOT00000079650	ENSRNOP00000096203				AABR07006740.1		
ENSRNOG00000024213	ENSRNOT00000064588	ENSRNOP00000060365	310526		D3ZM57	Golim4	NP_001178496	
ENSRNOG00000011653	ENSRNOT00000107747	ENSRNOP00000079185	297530			Washc2c	NP_954677	
ENSRNOG00000016714	ENSRNOT00000038017	ENSRNOP00000029499	307982		D3Z802	Nrap		
ENSRNOG00000015785	ENSRNOT00000021131	ENSRNOP00000021131	293228		D4AA74	Olr85	NP_001000138	
ENSRNOG00000062610	ENSRNOT00000109853	ENSRNOP00000084942	404848			Olr623	NP_001000651	
ENSRNOG00000021442	ENSRNOT00000029444	ENSRNOP00000034339	361462		D3ZKT8	Hddc2	NP_001101930	
ENSRNOG00000053502	ENSRNOT00000089359	ENSRNOP00000070400	120099896		A0A0G2JXT9	Arhgef17		
ENSRNOG00000020307	ENSRNOT00000027504	ENSRNOP00000027504	362020		D3ZNI7	RGD1309139		
ENSRNOG00000011653	ENSRNOT00000120180	ENSRNOP00000090531	297530			Washc2c	NP_954677	
ENSRNOG00000049605	ENSRNOT00000074579	ENSRNOP00000064037	365511		M0R3W4	Zfp296		
ENSRNOG00000022921	ENSRNOT00000080065	ENSRNOP00000074246	308212		A0A0G2K7K6	Dact2	NP_001100934	
ENSRNOG00000069815	ENSRNOT00000115458	ENSRNOP00000077558						
ENSRNOG00000017291	ENSRNOT00000023350	ENSRNOP00000023350	24788	P27867		Sord		
ENSRNOG00000054856	ENSRNOT00000089962	ENSRNOP00000072202	293765		D3ZSI9	Olr327	NP_001000249	
ENSRNOG00000053502	ENSRNOT00000102090	ENSRNOP00000080893	120099896			Arhgef17		
ENSRNOG00000020307	ENSRNOT00000101014	ENSRNOP00000096297	362020			RGD1309139		
ENSRNOG00000022921	ENSRNOT00000035125	ENSRNOP00000030909	308212		D3ZSK6	Dact2	NP_001100934	
ENSRNOG00000017291	ENSRNOT00000117801	ENSRNOP00000084990	24788			Sord		
ENSRNOG00000014278	ENSRNOT00000118154	ENSRNOP00000082047	293044			Zfp710		
ENSRNOG00000009571	ENSRNOT00000012755	ENSRNOP00000012755	259242	Q9Z0G8		Wipf3		
ENSRNOG00000022921	ENSRNOT00000116341	ENSRNOP00000078658	308212			Dact2	NP_001100934	
ENSRNOG00000016714	ENSRNOT00000115960	ENSRNOP00000086892	307982			Nrap		
ENSRNOG00000000009	ENSRNOT00000000010	ENSRNOP00000000010	366158		D3ZEL3	Tmco5b		
ENSRNOG00000069696	ENSRNOT00000106581	ENSRNOP00000093764						
ENSRNOG00000024016	ENSRNOT00000092985	ENSRNOP00000075936	120098584		A0A1B0GWL1	Cyp2c6v1	NP_001013926	
ENSRNOG00000024016	ENSRNOT00000092985	ENSRNOP00000075936	100911718		A0A1B0GWL1	Cyp2c6v1	NP_001013926	
ENSRNOG00000024016	ENSRNOT00000092985	ENSRNOP00000075936	293989		A0A1B0GWL1	Cyp2c6v1	NP_001013926	
ENSRNOG00000069407	ENSRNOT00000042667	ENSRNOP00000066053	404831		M0R990	Olr652	NP_001000638	
ENSRNOG00000011653	ENSRNOT00000100585	ENSRNOP00000096602	297530			Washc2c	NP_954677	
ENSRNOG00000022921	ENSRNOT00000115787	ENSRNOP00000092293	308212			Dact2	NP_001100934	
ENSRNOG00000009571	ENSRNOT00000074054	ENSRNOP00000064597	259242	Q9Z0G8		Wipf3		
ENSRNOG00000008663	ENSRNOT00000044143	ENSRNOP00000045189	311257		D4AEB4	Nat10		
ENSRNOG00000021290	ENSRNOT00000039822	ENSRNOP00000031562	365329		D3ZGP3	Olr87	NP_001000543	
